,date,rating,review
245,"Apr 28, 2019",9,Not enough time for all the characters. Should have been a two parter
246,"Apr 25, 2019",10,"A fitting way to launch the next phase of the Marvel Universe, so satisfying and the 3 hours disappeared in a blink of an eye. Will definitely watch again in general release."
247,"Aug 9, 2019",10,"A wonderful and amazing movie for all the fans. So much emotions, so many nostalgic moments, and action, humor, drama! We get to see all the superheroes and some more loveable characters. I feel sorry for those who try to find scientific logic in a movie about superheros. You really need to focus on what's important. Just enjoy!"
248,"Apr 30, 2019",7,"I cried and laughed and blah, blah, blah. CGI was great, but I can't get past all the subtext to create plot rules and then completley blow them put of the water. I can think of about 5 minutes of scenes and a slightly different way to handle the last moments of the battle that would have covered those holes. I can't believe no one said ""Hang on a minute. This wont work."""
249,"May 14, 2019",7,"Not going to go into any spoilers I just felt that overall the movie was average, it did a lot of things right and a lot of things wrong. The acting was decent, the action scenes were good if few and short and the pacing wasn't atrocious.But there were flaws, Brie Larson could have been replaced by a cardboard cut out, some of the twists made little sense and the big fight was rather unsatisfying and had a really cringy scene (you'll know it when you see it)Ultimately it's worth watching but the people rating this a 10 are overly hyped or wearing blinders because there were more than enough flaws evident throughout the movie. Basically go in expecting an alright action flick and you'll enjoy it."
250,"Apr 24, 2019",10,"Every single marvel movie serves as a stepping stone to this very movie. This movie is complete on every aspect from the beginning to the end. Every Avenger plays a significant role that tells their story to the full. Filled with action, emotion, comedy and a great storyline, this movie will blow everyone away in 2019 and beyond.Thanks to Marvel and the Russo Brothers for making a movie that will make history in my personal books."
251,"Nov 30, 2019",10,"Everybody, I mean everybody was in this movie. Endgame is basically an epic superhero movie. It will be interesting to see if they can ever top this on this kind of scale.I regret not seeing Avengers in the theater. This is the type of movie that needs to be watched on the big screen. I avoided it because I thought it was hype and only for the most diehard fans. However I think moviegoers who aren't really into this genre can appreciate Endgame.It's got a lot of fun action. The action scenes were good the movie has some events which kept it from becoming predictable. There were many stories which kept it exciting. I liked the bond between the hero's. The jokes were funny and it really felt like a family.The visuals looked amazing. From the spaceships to the planets the CGI was flawless. I loved it. It showed that the creators put their heart and soul into making this movie. Avengers Endgame is an absolute treat."
252,"Apr 24, 2019",10,Only 1 word for this movie. WOW. This is so spectacular and great movie.
253,"Apr 27, 2019",7,"Overall this was a good movie. Character screen time was definitely not split as well as the last outing. Just seemed like a long build up for a poorly lit end battle. Again, a good show but not up to the standard that I have grown to expect for Marvel."
254,"Apr 24, 2019",10,"Thank you Russo brothers! Thank you for living up the dream of every Marvel fans! I am not sure if there will be a better movie than this in the upcoming years. But this has got to be the best superhero comic movie ever made! If you are hyped with all this reviews coming in, you have another thing coming your way. Stop whatever you are doing and do whatever it takes to the watch this epic movie of the year! A finale well written and a movie worth every penny of your money. Bring your kids, family, friends and have the best 3 hours of your life like i did. We were never ready for this. We never did.... #WhateverItTakes #Endgame"
255,"Apr 24, 2019",9,"Go ahead and watch the trailers for Avengers: Endgame, they won't give anything major away. It's amazing for a huge movie to be so self-aware of itself, as well as, the movie genres that they're overtly borrowing from. The minor characters or those not even in Avengers: Infinity War, step up and help set up huge sequences that are highly entertaining and actually answer questions. Avengers: Endgame acknowledges every aspect of the characters emotions in their previous MCU film's and succeeds in the most Meta way possible.Ant-Man is a major reason for this. It's no spoiler to say that he's in the film as he produces some of the biggest laughs from the trailer of him ringing the bell at the Avenger's front gate. It's Paul Rudd's wry jokes, quick timing and fish out of water facial expressions that really assist things.The pacing of Avengers: Endgame is amazing and not for the reasons you might think. It's brilliantly paced, but it throws the entire formula and how MCU films are done on their head. Battle, loss, battle, loss, humor and then victory, take those ingredients, shake well and you've got a loose description of some average superhero films.If Avengers: Infinity War left you feeling betrayed and bummed out, I feel you. Avengers: Endgame more than makes up for any ill feelings that it caused. I see why they played it the way they did, and doing so any other way would've cheapened the film, watered down the MCU and made it all disposable. It is also worth noting that the film balance lots of humor with the drama, all the while putting it in a nice bow with stones.What we're left with is a 10 year opus that spans more arcs than Lord of the Rings and encapsulates it all in a perfect manner. Granted, they will still make many MCU films, this is not their swan song. However, there is a victory lap feeling about Avengers: Endgame. It respects the fans, adds to the dramatic elements, answers questions that fans have wondered about and plants a couple new seeds to grow on.Is Avengers: Endgame OK for children? If your child has seen any MCU film then they'll be OK with this. The film has fair number of bad words, but the violence is on par with what younger fans are accustomed to. For example, there isn't any one instance that's as graphic as when the monster ate the businessman in Shazam!, but there are sustained action sequences that might test those 8 years old who haven't seen an MCU movie before."
256,"Apr 24, 2019",10,"I'm among those people, who normally don't engage in writing reviews. But this time I really have and want to. I rewatched the infinity-saga prior to Engame's release and there couldn't have been a better ending to it then the one it got. It really has been an epic ride and I feel privileged to have been able to be a part of it. Though only being a spectator, I feel connected to these characters, they are like long know friends. Endgame is the epic and monumental end to the saga which began over a decade ago. And oh it is more then worthy to be the last milestone on this incredible journey. I went through so many emotions watching this, joy, pride, happiness, sorrow and a sense of being alive and what it means to be human. Just watch it, you'll see what I mean, I really don't promise too much. It's truely hard to say goodbye to so many beloved characters, but they get the ending they deserve and will always be the franchise's core. Thank you for this amazing journey Marvel."
257,"Apr 24, 2019",8,"After 11 years and 22 movies, Marvel Studios brought us the most ambitious movie, the greatest culmination, it is nostalgic, sentimental and completely unexpected. All the characters are so well-balanced, to each one is given plenty of screen time to development. If you're a marvel fan you'll feel like you're finally complete, you've never seen anything like this before, there are many references to all the 22 movies and there is a certain inevitability about the plot, there are plenty surprises. The movie present us an incredible balancing between nostalgia and novelty, you will scream, laugh and cry, it is the Marvel recipe elevated to the highest level. There's just so much in it, that I can't even write about it without spoiling everything. This is not the end for Marvel, but it certainly marks an ending for several of the characters we've watched and loved over the last decade, there will be more superhero franchises but it's hard to imagine any one being so culturally resonant. It is the grande finale."
258,"Apr 26, 2019",10,"11 years later , 21 films later . A pure masterpiece was born . 3hrs of heartmelting hardhitting , chest thumping film. Thank you stan , thank you Russo and thank you marvel for this beautiful film to look back on after I have kids and I show this to them and say , I lived a beautiful life."
259,"May 5, 2019",10,"I love you three thousand times,when i was a student I fell in love with Iron Man. sorry my English is not good, I can't express my feelings in words. 11 years ......Thank you. My 11 years. Perfect. It's really done. I love you three thousand times. AVENGERS,ASSEMBLE."
260,"Apr 24, 2019",10,"This is a historic movie. The story that Marvel and Disney crafted for over a decade comes to its conclusion in an epic 3-hour film that is for the ages.All the characters, some of which we've known and loved for years and others we just met, get their share of love and their time to shine, with cheers and applause ensuing several times. There were tears aplenty, but also quite a few laugh, in particular from a character you don't usually think of as comic relief. The movie takes time to show us the unbearable loss of Infinity War and how the Avengers each deal with it, before a way to bring back all of the victims of the Snap appears. But don't think you know how this is going to go because whenever you think THAT was the big twist, there's probably another one coming.New abilities are revealed, emotional arcs are fulfilled and heroes change as Marvel lays the ground work for its next phase that will officially start after the release of Spider-Man: Far from Home this summer. Endgame ends with an open door to the MCU's future, but for the first time since its beginning, the movie does not feature a post-credit scene, leaving us wondering what's to come.I feel like this is the kind of movie I'll be happy to say I saw in the theater the day it came out 30 years from now when they remake it for the third time. This is a once in a generation cultural phenomenon and I hope you go see it in the theatre because you will not regret it."
261,"Apr 24, 2019",9,I am a huge fan of marvel. And I was pretty sure that this movie will be legend. And to me it is LEGEND.Scenes was awesome. The scenario was awesome.I think every marvel fan should watch this movie...
262,"Apr 28, 2019",10,What an amazing film! I wouldn't change a thing about it. The film is very long but worth every minute. A good mixture of comedy and action.Advice: go to the toilet before you watch it!
263,"Apr 26, 2019",10,"Before reading this, I just request you to take two minutes and think of best possible conclusion to this 22 movies saga. Thought of one? Now multiply the awesomeness of your ending by a 100 times and still this movie will surprise your assumptions! If a critic like me who just can't stop finding errors in a movie failed in finding big mistakes in this movie, I think you should believe this one is just perfect! Sure there were a few tweaks, but I am ready to ignore them seeing how smoothly the whole 3 hours of the runtime just passed by. I was literally sticked to my seat for 3 hours, even during the interval, I was like I want to see the whole movie in one length. Tell you the truth, I was not much impressed with Infinity wars or Ragnarok (not even mentioning captain marvel here xD), but Russo brothers just nailed this one. After waiting for 21 movies, we deserved a perfect end, and we got one. 10/10 from my side. If 21 movies lead to this, I am ready to watch another set of 21 for such a perfection!"
264,"May 8, 2019",7,"Don't get me wrong, the movie was great. There were some very epic moments and some very sad moments. However, it was way too long. Without getting into spoilers, I found myself pretty bored within the first hour.80% of EndGame was really just a fan service/tribute to the MCU fans who watched all the previous MCU titles (most of which I saw). Even after the ~30 mins climatic battle (which was the best part of the film), however, the movie somehow continues to drag itself on again.I also felt there were some plot holes in the story/concepts; I had trouble understanding how it all worked.The humor was alright, but it is of typical MCU-grade comedy. Again, some jokes were good, while other jokes were just dragged on or plain cheesy.Overall I liked Infinity War better"
265,"Apr 26, 2019",10,"The only word I could muster after the screen cut to black was ""Unbelievable.""The Marvel Cinematic Universe is an achievement in film like we've never seen before, and Avengers: Endgame is the perfect culmination of this journey we have been on over the last decade. I genuinely cannot comprehend a more perfect way to end this story along with several character arcs.Endgame takes all of the best things from the previous 21 films and packs them seamlessly into the 3-hour runtime that still somehow leaves you wanting more. All of the main characters give pinnacle performances here (one in particular, which you might have a guess but I will refrain from saying here).Hours later, I am still mostly speechless. Nothing else I can put into words will be able to do this film justice. You simply have to experience it for yourself.If you're a lifelong Marvel fan, you will swoon over this film. It will touch your heart. It will go down in history. Now stop what you're doing and go experience Avengers: Endgame."
266,"Apr 29, 2019",7,"No spoilers!!Being a sceptic of Marvel movies for a long time, I had low expectations going into Endgame. I didn't love Infinity War, but I wanted to see this film opening weekend to avoid spoilers and see how the 10-year culmination of the MCU concluded. Well, I was pleasantly surprised with the film. It's not without its issues, but Endgame felt like one of the most unique and captivating Marvel films to date. I was very surprised at how easily I was engaged throughout the 3-hour runtime. The film breaks down into three parts, each part having its pros and cons. Personally, I thought the first act was the weakest and overstayed its welcome. Despite that, there were still some interesting parts that helped flesh out the aftermath of Infinity War. The second and third act felt very original and had many surprising moments that kept me guessing what would happen next. However, there were parts that felt VERY fan servicey. Of course, some of the fan service was fine, but at other points it felt like a little much.One of the great things about this movie was that it broke from the simple MCU formula. It has a much different story than any of the other MCU films and utilizes much different plot mechanisms to make it feel more original. The emotional range of the film was another thing that felt different to me compared to many other MCU films. I thought the humor in this film was handled much better, causing me to laugh multiple times. Not only was the film funny at points, but it also had some sad, depressing, exciting, and thrilling sequences. This film, unlike some other MCU films, was able to have some very serious moments and did not have to cut the emotional tension by inserting a cheesy one-liner.Despite it being a much more original and emotionally driven film compared to other MCU films, it did have some shortcomings. I think that some of the fan service took me out of the film because it felt either overdramatic or forced. There were times were I caught myself rolling my eyes at how overdramatic or socially 'woke' the movie was being. One scene in particular felt like a blatant advertisement in the middle of the film, which was jarring and cringe worthy. There were also many moments of the film that could have been explained to help bring more tension, but instead were brushed over in order to fit everything into a reasonably lengthed film. I think there were parts that should have been cut or shorted and other parts that should have been extended. Lastly, I thought that Thanos was misused in this film. I was excited to see his role in this film but was left disappointed by his role as the villain.As someone who wouldn't consider themselves a Marvel fan, I had fun watching this movie regardless of it having some issues. I would definitely recommend it if you have been following the MCU at all recently, but I probably don't need to do that because everyone and there mother is going to see this. Overall, I thought it was enjoyable and quite possibly my favorite Marvel film.P.S. It feels satisfying to have this chapter of superhero movies come to a close. I hope that it will make way for more innovative and interesting films, whether they are superhero related or not."
267,"May 14, 2019",1,"Waste of money and time full of depressive heroes who cry like little babies for 5 full years. The prior is 100 times better than this crap with mediocre lines, but I guess that this is what the masses ask for..."
268,"Apr 24, 2019",10,"There is not enough words to describe this piece of art, literally the best thing I've ever seen, it has it all, all the emotions all any one could ever want in a movie is there. You're missing a lifetime experience if you haven't seen it yet."
269,"Apr 24, 2019",10,"The most epic MCU story ever made! Thanks to russo's brother for directed well. And thanks to K Feige, to chose russo's brother."
270,"Apr 24, 2019",10,"I have never given a 10/10 to a superhero film since the first Avengers film wayyy back in 2012. This movie is not perfect obviously (1. Some jokes fell flat and some of it i felt just appeared at the wrong time 2. Some songs i felt were placed or played at the wrong time too 3. Some people might have a problem with the pacing of the first act but i personally loved the slow pace), but this movie doesnt need to be perfect and there are obviously better superhero films in terms of quality like Captain America: Civil War, Captain America: The Winter Soldier, Logan, The Dark Knight and so on but come on man. Those movies are great movies but Avengers: Endgame is magic/one-of-a-lifetime-event!Never have i once laughed, cried, cheered and screamed this much in a movie. I have also never thought i could get this much of a rewarding experience from rewatching all 21 MCU films. WOW! Thank you Marvel Studios for this experience!See it without any spoilers, i beg you!"
271,"Apr 24, 2019",10,Amazing. Enjoy the roller coaster. A perfect conclusion to this story arc. 3000/10
272,"May 9, 2019",7,"Infinity war was overall a better movie, but this movie had the disadvantage of being the follow up to that movie. A good chunk of this movie is essentially remembering what happened during infinity war. The struggle against Thanos in this movie... It just isnt done in a satisfying way.Before Infinity war came out last year, it was already confirmed there would be another Avengers follow up this year. It was speculated that Endgame was actually going to be called ""Infinity war part 2"". Unfortunately, this is Endgame, but it SHOULD have been Infinity war part 2. I know that is very vague, Im trying to be vague, but essentially because of what happened in Infinity War, it was pretty much impossible to make a sequel which feels like it even is the same story with the same consistency & epic feel. Or at least, that is not what we got.Captain Marvel kinda sucks in this movie. She is a boring character with magic powers. Ughhh great. In hindsight, the tease in Infinity war was cool, but it makes it into a big letdown. And this is kind of the story of the whole movie, if Infinity War was the teaser. (Although it isnt quite that bad, this movie is still pretty good, unlike Captain Marvel in it.)"
273,"May 1, 2019",8,"Spoiler Free!Was endgame good? Yes Was endgame fun? Per usual Was endgame non stop action? Kind of Was endgame $400 million to make? YesIf I gave you $400 million to make a movie it wouldn't be to difficult to pay top actors, writers and fund state of the art animations.Endgame is a relatively non-stop rollercoaster of Marvel nostalgia. Great end to a storied franchise? Kind of. This is nowhere near the cinematic greatness of LOTR: Return of the King. That was a true film through and through. Endgame is monster budget with 80% boring monologue and corny jokes. If that's what you enjoy then all power to you.Endgame has less action than any other Avengers film which I found incredibly disappointing and a let down.Would I recommend you to see endgame? Don't be silly, this is generational movie. Generational in the sense of big money, big actors, mega marketing and big answers to a beloved storyline of multiple hero's. Marvel movies are popular because we have been told by everyone we have to love them. If you have one bad thing to say about a Marvel movie, you will become more isolated than Tom Hanks in Castaway. Well worth a watch but please...pump the brakes."
274,"Apr 24, 2019",9,"The avengers go out with a bang in this movie. It's fun, it's emotional, it's action packed, it has surprises, it does the ending of the avengers movies justice. It starts out slower but it's all worth it for the end. It had moments where people cried, clapped and gasped. Go see it!"
275,"Apr 24, 2019",10,"Film full of emotions, happiness, fun, anger and sadness, there is a bit of everything"
276,"Apr 27, 2019",8,"This movie was the end of 22 movies... Supposed to be the most intense movie of all time. Yet infinity war had way more emotion and way better script. I even think that age of ultron was better. All they focused on was linking all the 22 movies into one and fan service. I feel for that reason it wasn't as impactful as infinity war. The way they end the characters stories was ok, i would have done it differently and done something that would make your heart drop, like they did in the first 5 min of the movie. And also they did something to a certain character and all i can say is WHY, SO STUPID. 7 may seem like a descent rating but i am very disappointed because this movie had unlimited potential and now i'll never get to see the endgame i wanted to."
277,"May 4, 2019",10,"Avengers: Endgame (SPOILER FREE) Review:After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to undo Thanos' actions and restore order to the universe. Avengers: Endgame is literally one of, is not the, most anticipated film ever. This review is probably going to be shorter since its spoiler free and I have to be vague. I should have a spoiler review up soon (Monday is apparently the day we can talk about the spoilers according to the Russo Brothers). So this is a little late. I saw it last week Saturday and just saw it again last night. I wanted to see if it had the same effect as it did on first viewing. I'm pleased to say that I absolutely loved this film and even more than Infinity War. It's a great story that brings all 22 films in the Infinity Saga to a bittersweet end. The plot is much darker than any Marvel film. The first act was a drama where they're all realizing the events of what happened and it gets a good perspective for the audience. We saw in Infinity War that it affected the superheroes and some people but it makes us all think of the entire universe. It's tragic really. This is also when we get the most character development in any of the films. We see their true feelings. Now I could go on and on about how there wasn't a single bad performance by anyone, but I would like to talk about one. I'm currently on the petition that Robert Downey Jr. should get an Oscar nomination or at least a Golden Globe nomination for his performance. I believe this is his peak performance and he put all his emotions into it. The scenes at the beginning and end are his best though. Some brought me to tears. It's a very emotional film and I don't know how one could go in to it with at least tearing up. So Stephen McFeely and Christopher Markus, amazing job with the script. No line felt out of place. Everything came off natural. And also the Russo Brothers did their finest work directing and they're some of the best right now. There's so much to say about those but that's all I can say without giving it away. Now for the technical aspects. Alan Silvestri's score was interesting and beautiful because it had the original melodies like the previous Avengers films but this time he created new melodies that, for me at least, are just as memorable as the Avengers Theme. Also my favorite score of the year so far. The visual effects were good as usual and worked well with the chaos of the action, especially the final battle. Speaking of battles some say you could leave for the action since it's all the same and there was too much going on, but I strongly disagree. There is no time to get up and leave during this film. The cinematography was at its best of the franchise with Trent Opaloch as the cinematographer. And I think I'll leave my review at that. For more content I will have my spoiler review soon. I think this was an amazing film that brings the series all together. I'm pleased to say I liked it more than Infinity War and it's my favorite film of the year just beating Us. Therefore this is my first perfect film of the year. Please go see it if you haven't. I think this film is special and one you can never forget.My Grade: A+"
278,"Apr 30, 2019",6,"You wont miss anything entertaining. I didnt know what to expect from this final film, but I certainly wasnt expecting to watch arguably the slowest moving Marvel movie ever made. Does it make up for it in that one epic fight scene? not really. So many other movies have done epic battles far better than this. Now I cant sleep properly cuz I got so much rest during Endgame!"
279,"May 21, 2020",8,"A woman, who has lived and died in the flesh and blood of mortals, has never had a real family, never really been with someone she likes, and finally gave her life for the world. She died so far away, and there was not even a decent funeral after her death. Her friends almost didn't mention her after a short period of grief like no one else In the end, when someone is remembered all over the world, she almost seems to have never existed. Can it be worse?"
280,"Jul 24, 2019",10,"It was just amazing! Incredible, epic, emotional, action-packed and awesome! I wonder how it will all go on after this... Not since the wnd of Harry Potter or The Lord of the Rings have I been so excited for an ending saga. I can't wait for what is next. An all female Avengers? Hopefully!"
281,"Jan 4, 2020",10,Avengers endgame is like a 3 hours roller coaster ride which will make you laugh and make you cry. At some moments you will be speechless and at some moments you will not be able to stop yourself shouting. And at the end you will be happy to be the part of this 3 hours journey.
282,"May 27, 2019",10,No other words need be spoken. No idea when/if we will see another build up of this caliber.
283,"Oct 6, 2019",10,"After watching Avengers Infinity War everyone who watched that film had a question ""what is going to happen next?' and this film answer our every single question. This is not just a film, this an experience that you will never forget."
284,"May 3, 2019",6,Overlong and cheesy in the extreme. As a massive Avengers fan I was disappointed in the film. Who on earth decided to portray Thor as an overweight bloated drunkard?..That person should be hit with Thor's hammer. In a way I am glad that it has come to an end. It had become a money making machine at the expense of high octane adventure. Yes I will miss it but maybe not as much as I should!!!
285,"May 20, 2019",1,"Acting extremely sub-par, terrible story, and a cheap piece of non directional fan service."
286,"May 6, 2019",10,If you a mcu fan than it should be your best movie or not than u r not a mcu fan
287,"May 27, 2019",10,I LOVE MARVEL!!! This movie is incredible!! I just wish Stan lee was here to see everything he had worked to create!!
288,"Apr 25, 2019",10,"AND THE WAIT IS OVERInfinity War which gave the world rumbling because of the wrath of Thanos. And here it elevates the emotions of every MCU fans that too right from the stone.I always wanted to brag/say about Endgame but that will end up with too many spoilers. So the plot remains unrevealed.The movie has an ensemble cast feat. all the ones you've known and with the outnumbered super heroes teams up to defeat Thanos, one of the most powerful villain of MCU. He stands out tall in this one too. All superheroes has their own spaces, imprinting themselves in everyone's mind. Endgame portrays the emotions and personal stories of the superheroes and was really touching.Even though Endgame is Visual Masterpiece but rides through the emotions whole throughout but also will make you laugh. Thor, Antman, Hulk and Rocket leads the laughter squad. Captain America was not my fav. hero, but after this he has a special spot in my heart. Iron Man, he was brilliant. All the superheroes will grab a special place in your heart for sure.Russo brothers did a wonderful job in terms of writing and in directing. Endgame is visual treat to the eyes and the finale battle was also well convincing. Technical aspects were outstanding in terms of Camera, Score, CGI, Editing, Art, etc.It's a long 181 minutes movie but you will not take your eyes even for one second.A must watch in Theaters especially in IMAX. a MASTERPIECEI will go out with 10 on 10"
289,"Apr 24, 2019",7,"The movie was great, there's no doubt about it, but that was it. Coming off the shock value that Infinity War brought meant that nothing in this film surprised me, actually there really wasn't any surprises- everything was just as you'd expect it, which was slightly disappointing in itself. I remember after infinity war, people in the cinema were speechless, crying, sobbing, hugging each other - there was nothing like that here. I wish there were more surprises. It was also a little slow overall but at the same time a good celebration of the last 11 years."
290,"May 28, 2019",10,"The final part of the culmination of all the MCU movies couldn't have been executed better.. Before the smartest guys in the milky way start talking about the loopholes in the time travel theory let me tell you that this is a comic book movie and not a time travel documentary so please take it with a pinch of salt.. Having said that, the movie gets a lot of science right and the best part is the storyline, related Easter eggs and references to the previous movies and the sheer comic book on a larger than life magnitude that makes this movie the best comic book movie ever made... This is pure gold..."
291,"May 2, 2019",6,"The movie drags on at points and the beginning and goes into some tropes that create problems.Feels like a clear step back in character writing for the villains, excellent final act and epilogue.Infinity war is ultimately the superior movie."
292,"Oct 19, 2019",10,"This movie has to doso much and bring together so many different characters and to resolve the situation from Infinity War in a satisfying way, and they did it! I love re-watching this movie, it's amazing.I think some of the plot points are a bit contrived, but overalliit's just amazing that they pulled it off so well."
293,"Apr 28, 2019",10,"No Spoilers review ?! I think it would be rude to ask for a more better version of this story..To be honest There is no satisfying ending.. it's always what was best possible way.. Avengers End game makes you realise that your superhero whom you always considered Mentality of steel and Heart full of Power...They are also Human They deserved the life they wanted...And this movie is perfect capturing of what they could do with so less time left on their side...This movie is brilliant, unparalleled dedication..I am happy as well as sad to see this End of an era...But Eventually everything comes to end..So is the movie... Thank you Avengers ! For making our virtual and real world both happy 😊"
294,"Apr 28, 2019",10,Perfect ending to a great story that we have been lucky to see over the last decade
295,"Sep 4, 2019",10,No Negative reviews.. This is one of my most favourite movies of 2019
296,"Oct 6, 2019",10,"#New York city.. This movie is very good, there is no mistake in it. but some moment is missing in this movie I wanted to see a single fight between iron Man and thanos. Also with the main character of MCU. but overall it's a good movie and I love 3000 and special thanks for Russo brother and Stan Lee.."
297,"Apr 24, 2019",7,"No spoilers.The movie had a nice closing of the past 10 years but is far from the best Marvel movie which I had hoped for.Infinity war is head and shoulders above it due to its high pace and perfect character combinations. Endgame is funny, emotional and provides more depth to main character heroes. However, leaves so many important things out of focus despite its 3 hour runtime. Also, surprisngly feels like the Russos missed many great opportunities to make the movie better.Go and see it! Still important piece if the puzzle."
298,"Apr 27, 2019",10,I love this movie by the script by actress performances i follow the all avengers movie this movie is final movie with main avengers but i always remember my favorite main avengers and i am dam shore this movie break all Hollywood and Bollywood or any other film industry record love you my five main avengers i always remember you 🙏❤
299,"Oct 28, 2019",9,"When I walked into the theater for my first viewing of Endgame, I was prepared to see a great superhero movie. I expected some massive fight scenes, a few emotional gut punches, and to walk away with a generic positive message about overcoming obstacles. But I could have never guessed that night that I would cry like a baby, go completely numb from pure awe, and leave the theater with a fresh take on what it really means to be human. It was a night I'll likely remember for the rest of my life.It all started back in 2008 with the first Iron Man, which was soon followed by several other movies based on popular superheroes from Marvel comics. These superheroes became known as Avengers, appearing together in several blockbuster hits to fight world-threatening enemies. Endgame is the culmination of 22 movies across 11 years, and the anticipation and pressure from the fans were higher than ever before. But somehow, Marvel managed to produce an overwhelmingly satisfying conclusion that met or exceeded all expectations.The premise of Endgame's storyline is fairly simple: defeat the mad titan Thanos after he wiped out half the universe's population and bring back everyone he killed. However, it ends up quite complex, dealing with quantum physics and time travel. The directors, Joe and Anthony Russo, do an admirable job of making the storyline easy to follow, bouncing between dozens of different settings and timelines without feeling too cluttered. There are also a surprisingly low number of plot holes considering that the movie deals with time travel.When it comes to pacing, the film has some minor issues. It sometimes feels unnecessarily drawn out during some of the middle sections, where the movie takes a less serious tone and the stakes don't feel quite as high. But it more than makes up for it with an action packed beginning and ending filled with shocking surprises and adrenaline rushes to keep the audience on the edge of their seats.One of the movie's most impressive feats is how it is able to include so many characters without making a single one feel left out. The main characters of this movie are the original six Avengers, which include Iron Man, Captain America, Thor, Black Widow, Hawkeye, and the Hulk. Apart from the Hulk, who unfortunately does not get much of a spotlight, all of their characters develop beautifully throughout the movie and have several major moments to shine. Iron Man in particular ends up almost the complete opposite of his selfish, egotistical, and ignorant past self. Even Thanos, despite being the main antagonist, has a very interesting arc that affects his grand motives as he learns more about humanity's flaws.As we have come to expect from marvel, the production quality is as good as it gets. The acting performances from all the cast members are easily some of the best they have ever done. Whether through dialogue or simply just facial expressions, the actors and actresses do an amazing job conveying their characters' emotions. The visuals are stunning, with a vibrant color palate and awe inspiring cinematography. The movie relies heavily on cgi, but it is done so well that everything looked completely photorealistic. Accompanying that was a stellar soundtrack by Alan Silvestri that masterfully matches the tone of each scene, elevating them to new heights. ""Portals"" in particular is one of the best soundtracks I have ever heard, and it still gives me major chills every time I listen to it.The movie particularly excels at creating a very atmospheric feel to many of its scenes, using it's soundtrack and visuals to immerse the viewer into its vast world. Some of the best examples of this are in an early scene with Iron Man in a spaceship, which wonderfully captures the melancholic but peaceful tone of the scene. And perhaps the most prominent example is in the iconic ""Portals"" scene, which emanates sheer awe with its beauty and scope, starting slowly and naturally building up to an earth-shattering climax.A common criticism with superhero movies in general is that they are mindless ""popcorn entertainment"" only good for action and surprises. However, with Endgame, this could not be further from the truth. Through the Avengers' personal struggles and Thanos's quest to make a perfect universe, the film goes the extra mile in showing how the world and its people are far from perfect, but our lives can still be beautiful. This idea is especially shown within the deeply moving final few scenes.Avengers: Endgame is a wonderfully thrilling experience for its audience. But it goes a step further and shows us why cinema and storytelling are so important. As Endgame illustrates, emotions are defining characteristics of humanity, and whether good or bad, they shape our lives and allow us to grow. What better way to experience these emotions than through some amazing stories?"
300,"Apr 28, 2019",10,Will tug on the old heart strings and will be one of the best movies you will ever see.
301,"Oct 19, 2019",10,"This movie is honestly the Empire Strikes Back of Marvel. A lot of movies aren't nearly as good. Firstly, the CGI, the action, and just the special effects on the heroes, they're top notch. Second, I know that this movie doesn't exactly have the action throughout because of the time travel plot, well there's a quite a bit of action scenes, but it gives us a enjoyable throwback to the old MCU movies and saves the big blockbuster action for the finale and there's nothing to be said of the finale except for one word: EPIC. Lastly, it really put a good use of the 11 year buildup of our heroes. And you really careabout all of them. And everyone does career-best performances. But the star of the show is RDJ. He's always been great as Tony Stark, but I don't think he was as good as he was in this movie. He honestly deserves an Oscar. And don't listen to haters of this movie please. Just watch it and enjoy it."
302,"Sep 5, 2019",10,"I saw this in the theater, It was awesome, and just when you think it can't any better it does..."
303,"Apr 28, 2019",8,"Pros: top notch cinematic, over the top action, nice concept of time travel.Cons: chaotic scenes with so many characters, forced cringe moments."
304,"May 2, 2019",6,"There must be a lot of brainless fan boys highly rating this movie ... compared to its predecessor (Infinity War) Endgame was a real let down. I won't reveal spoilers. But I will say the pacing was very bad.... very very slow at the start to the point I was nodding off in the theatre .... the movie before had great pacing of action, drama and comedy...... Endgames first half was just boring. Also balance of heroes in the first movie was done much better than this movie which really should have been called Captain America & Iron Man + Avengers. And time travel as a plot device is a very lazy way of solving issues ... I cringed when that came up ........ Thanos and his lieutenants were a threat in Infinity War... in this movie they felt really dumbed down."
305,"Apr 28, 2019",9,From the beginning to end the characters are very alive and at the beginning we never going to believe that is gonna happened but it does and after that the movie been a roller coaster and the climax is the generator of goosebumps and at end for me its a pain to dilute the truth. Over all its an perfect ending to the greatest franchise in marvel universe.
306,"Apr 28, 2019",7,"That's it, not even a drop of sense on this one. They completely ruined Thanos Hulk and Thor and after that they dug a hole so deep and had no idea what to do with it. I don't even want to write anymore because the more I think the worse it gets.. they rushed this one too fast. With so many possibilities to do it, it's really sad to end an era like this."
307,"Apr 29, 2019",1,Watching this movie has me seriously thinking of inventing my own time machine. I would either go back and prevent the Russo brothers from making this movie or at the very least go back in time and not buy tickets to this movie. All my hopes that had been built up for a year were shattered. Dropped. Smashed. Shattered.
