date,rating,review
08-Jun-23,5,Top 3 superhero movie and top 10 movie ever made.
07-Jun-23,5,Best film ever. Such a sad film as well but it was amazing and amazing to see that Captain America c...
07-Jun-23,5,Just amazing my favourite movie of all time and the best final act out of any mcu film and seeing To...
05-Jun-23,5,"Fat Thor is bad, and there's lots of fanfare, but it was very entertaining and had a cool story!"
04-Jun-23,4.5,One of the best MCU films. Continues where the last Avenger's film left off. The surviving heroes co...
02-Jun-23,4,"Too busy, a tad confusing, unnecessarily convoluted...but oddly, it mostly works. Plot contrivances ..."
02-Jun-23,4.5,"It's the Endgame of Marvel , full filling all its promises and ending with a unbearable pain & feel ..."
02-Jun-23,5,Marvel melhor de filme perfeito A espera de 10 anos valeu sim à pena. Filme fez jus a um encerrament...
31-May-23,4.5,A masterpiece. Really.
31-May-23,5,The best movie in comic book history!
30-May-23,3.5,"""Avengers: Endgame"" may leave some fans unsatisfied due to questionable plot choices but its stunnin..."
30-May-23,4,"I really love this continuous story from infinity war. However, don't get me wrong but the time they..."
29-May-23,3,When I first saw Endgame I was thoroughly entertained however upon rewatching I find myself fast for...
29-May-23,4.5,This is the perfect conclusion for this saga of storytelling.
28-May-23,3,"Vamos por as cartas na mesa, o filme vinha com uma difícil missão de igualar o antecessor, mas foi f..."
28-May-23,4,"Podría haber sido la mejor película de superhéroes para todos los tiempos, pero la fastidiaron por e..."
28-May-23,5,de lo mejor de marvel
27-May-23,5,Is the Best movie all the time
27-May-23,0.5,I coundint watch the movie so i quit
27-May-23,4.5,"El final es sencillamente el momento más épico visto en una película de superhéroes, nada jamás podr..."
27-May-23,5,"Here ends a big and epic Marvel Phase, one of the most amazing the world has even seen. The Infinity..."
26-May-23,5,"Amazing, but Infinity War is better"
26-May-23,5,The end of the greatest sci-fi experience of my life
26-May-23,4.5,Very satisfying ending to a huge phase for Marvel
26-May-23,5,I doubt in my lifetime this will ever be topped. This is what we never thought will ever happen to c...
25-May-23,4,They hurt the movie by having captain marvel in it= otherwise it could have become the greatest movi...
25-May-23,2,I don't care what anyone says this Movie was GARBAGE!!!!
24-May-23,5,what can i say there were 10 years build up for this movie and the feeling going to the cinema to wa...
22-May-23,4.5,"Obviously, Thanos could have just snapped his fingers to give the universe unlimited resources once ..."
22-May-23,3.5,it is the best marvel movie
22-May-23,5,The finale of the Infinity Saga could have been the finale of the MCU. This movie has everything you...
21-May-23,5,The culmination of ten years and it didn't disappoint.
19-May-23,5,bueno es larga pero tambien como infinty war es perfecta como spiderman 2 y 1
18-May-23,4.5,the time travel was boring but the movie itself is awesome
18-May-23,4.5,"Love this movie, in my top 3 MCU movies."
18-May-23,5,jeden z najlepszych filmów Marvela - box office to potwierdza z resztą
17-May-23,5,Very satisfying conclusion to this epic saga. Hits hard emotionally. How a superhero movie should be...
16-May-23,5,"This is it. Avengers: Endgame is the culmination of the greatest franchise in film history, the Marv..."
14-May-23,5,The movie has great graphics and the characters were portrayed very good. Avengers movies is always ...
14-May-23,5,An All Time Classic. Surprisingly the first hour is really slow setting up how each survivor has bee...
13-May-23,5,"Full of Action, the plot is much better. i love it so much."
13-May-23,4.5,Doctor doom should've showed up...
12-May-23,5,Perfect ending to the Infinity Saga in every sense of the word.
12-May-23,5,Such an amazing movie. Watched it many many times. Thank you to all involved.
12-May-23,3,One of the last ok movies from marvel.
11-May-23,5,This movie amaze me and made me cry at the end.
11-May-23,1,"Y solo por la batalla final y efectos. Lo demás es nefasto, como si directores, guionistas y actores..."
10-May-23,5,This is a perfect capstone for the golden age of marvel movies. The final fight scene of this film i...
09-May-23,3,Avengers: Endgame was a pretty good movie. It is the sequel to Avengers: Infinity War. It takes plac...
08-May-23,5,O melhor filme da Marvel.
08-May-23,5,My Favorite Captain America Tribute to Chris Evans😍
07-May-23,5,"Thank you Stan Lee, we'll miss you"
06-May-23,4,Amazing fan service but I hate how after infinity war Thor is made into a joke. And I really hate St...
06-May-23,3,Underwhelmed by this one. Disney really ruined Marvel.
06-May-23,5,Just perfect end of infinity saga
06-May-23,5,Masterpiece! Best Marvel movie ever.
05-May-23,5,"This movie has the best scenes in the whole MCU. This movie is mixed with action, emotions, amazing ..."
05-May-23,5,"When I imagined Endgame, I thought of a weaker Avengers team going against a full gauntlet Thanos. I..."
05-May-23,5,"OMFT, aka OH MY FLIPPING TITS!!!! Where are the Russo bros at I need to kiss them really quick for t..."
05-May-23,4.5,I thought that it was a great ending for 3 phases of the MCU
04-May-23,5,This is one of the greatest movies of all time. The greatest finale to any saga that's ever existed....
04-May-23,5,The apex of comics in cinema.
04-May-23,5,Cine 🚬🚬🚬🚬🚬🚬🚬🚬🚬
03-May-23,5,Insane time travel sci fi movie with great ideas presented
03-May-23,5,Loved it. Cried. Amazing.
02-May-23,5,"The perfect conclusion to the Infinity Saga, Endgame is perfectly balanced between storytelling and ..."
02-May-23,5,"The culmination of everything MCU! Masterfully acted, directed, and delivered! Thank you Marvel."
02-May-23,4,Avengers endgame action and adventure movie in the MCU and it was made in 2019. This movie starred R...
01-May-23,5,"How could the original Avatar, a movie about giant smurfs on a far-away planet which only got popula..."
01-May-23,5,I think this is the perfect send off for every character. Final battle was unforgettable. Russo Brot...
29-Apr-23,5,"La mejor película de Marvel que he visto, la mejor película de super héroes, la mejor película basad..."
29-Apr-23,4.5,it takes all of the stories Marvel has told over its many years of production and puts them to work ...
29-Apr-23,5,The perfect ending to the best franchise
26-Apr-23,4.5,Just a small step down from Infinity War. The top 5 best MCU movies are (in no particular order): In...
25-Apr-23,3,"Avengers: Endgame - Falling Short of Expectations Regrettably, this installment of the Avengers fran..."
24-Apr-23,5,One of the greatest movies all fucking time. This is one of the big reason I love the Marvel univers...
24-Apr-23,0.5,truly the worst the mcu has to offer
24-Apr-23,5,"I liked the big rasin head stone collecter, he beat up and smashed the robot man"
22-Apr-23,5,Infinity war and Endgame are the best superhero movies ever made.
21-Apr-23,4,It's a great film and a great end to the saga. But I think it's overrated as ****. Without the other...
20-Apr-23,5,This Movie Ends the best times of my life with the most heart griping ending of all time with iron m...
19-Apr-23,0.5,"Pelicula exageradamente forzada para sus fans, los que no seguimos el UCM son tres horas aguantando ..."
17-Apr-23,5,I saw this movie when was 9 (I'm 11) And I watched it like 15 times in the following years
17-Apr-23,5,One of my favorite movies of all time!
15-Apr-23,4,"I give it an 8ish or so outta 10. I do not like the marvel films, but this one was good. A few cring..."
15-Apr-23,5,"Very good, and ends the infinity saga perfectly"
13-Apr-23,4.5,I love this movie more that I love my own parents.
12-Apr-23,5,An Epic Classic. Delivers an Awesome conclusion to the Infinity Saga.
11-Apr-23,5,"O filme foi muito equilibrado, com a história, as cenas de ação, o humor dos personagens. Conseguiu ..."
10-Apr-23,4,"Avengers Endgame"" is an epic conclusion to the Marvel Cinematic Universe's Infinity Saga. The film's..."
09-Apr-23,4,"Great movie with some bad moments and voids in the narrative, but an exciting ending. Robert Downey ..."
09-Apr-23,3.5,A decent film although a let compared with the previous encounter (infinity war). Too long with not ...
09-Apr-23,5,Avengers: Endgame closes the Infinity Saga with the most epic and emotionally impacting movie of the...
09-Apr-23,5,"The best movie of the decade!! Even after being released, this is the one movie that I am able to go..."
08-Apr-23,2,Loved infinity war and then to watch this movie I must say it was a let down. Good fight scene at ve...
08-Apr-23,3.5,Have you seen the previous 21 films in this franchise? You will feel rewarded for watching the final...
07-Apr-23,5,"I think it is the best movie of marvel, cannot wait for the next one to come out"
06-Apr-23,2,Mediocre experience. I'm sure Marvel fans will love it though.
06-Apr-23,2.5,Not very good over all. Cool battle but no actual story
06-Apr-23,5,"Mind-blowing movie! This movie is the king of marvel movies, shows, shorts, etc. The amazing plot an..."
06-Apr-23,4.5,Le film est génial malgré l'idée du voyage dans le temps qui rajoute une facilité scénaristique.
06-Apr-23,5,Sensacional!! No último filme dava pra sentir a tristeza dos personagens e nesse as consequências sã...
05-Apr-23,1,"Iron Man accepting the end and sacrifyng for everything has his weight, remember that he was all the..."
02-Apr-23,3,even though I liked this movie it had some bad parts like the 1st hour of the movie was all about go...
31-Mar-23,0.5,They killed iron-man.
31-Mar-23,5,Il miglior film sugli Avengers. Un grande scontro finale reso magnificamente e vari momenti molto co...
31-Mar-23,5,what a ending to a decade long adventure. Absolutely love it! That portal scene still gives me goose...
27-Mar-23,5,Price less words for it a haven for marvels fan
25-Mar-23,5,Absolutely Amazing! Great fight scene and one that will go down in history!
23-Mar-23,4.5,Yup - I like this https://uberscaryblog.blogspot.com/2022/10/i-love-you-3000.html
23-Mar-23,5,"EPICA ! eso es end game para mi, que si tiene sus errores pero es tan épica ,única y en el cine fue ..."
22-Mar-23,5,One of the best collective comic book movies ever!!!
22-Mar-23,5,A bit too long but great film.
22-Mar-23,3.5,Poderia ser um final melhor para a saga das jóias do infinito já que o roteiro tinha mais furos que ...
22-Mar-23,0.5,Spiderman 2 set the bar real high.
21-Mar-23,3.5,This movie is good for the action and the characters but there is a lot of stuff that is wrong with ...
21-Mar-23,4,dddddddddddddddddddddddddddddddddd
20-Mar-23,5,"Vingadores ultimato é um filme incrível,a história do filme é boa,o elenco do filme é muito bom O fi..."
18-Mar-23,5,Second best MCU film.
18-Mar-23,5,"The showdown of the Century! This is what patience, endurance, and a well-scripted plotline that mov..."
17-Mar-23,3.5,"This movie is good for the action and the characters, but there's a lot of stuff wrong with this mov..."
17-Mar-23,3.5,The last okay marvel film. Crazy that there writing teams have 0 skill and ambition
14-Mar-23,5,This movie got me into marvel and also I have a lot of memories from this movie and 5 out of 10 movi...
14-Mar-23,5,Great movie by far in the MCU
14-Mar-23,1.5,"Bad movie, it had too much CGI and fanservice."
12-Mar-23,2,Not my cup of tea. I think these types of movies are made for kids and kids at heart.
12-Mar-23,5,Very emotional for me to watch at the end but great movie 🥹👍🏾
11-Mar-23,5,Avengers: End game is a 2019 American superhero film produced by Marvel Studios and directed by Anth...
08-Mar-23,4.5,Good but overrated :)
07-Mar-23,5,"comedy, action, saddnes, death everything you need for a good movie 10/10"
01-Mar-23,5,an epic conclusion to an epic saga.
28-Feb-23,5,This Is My Favourite Movie Of All Time .It's Filled With Moving And Heartfelt Scenes And Amazing Act...
27-Feb-23,5,This movie was an absolute gift to all marvel fans with a multitude of call backs and Easter eggs. S...
26-Feb-23,3.5,"A bechmark in comic movies adaptation, with epic and memorable heart warming moments, even though th..."
26-Feb-23,5,It's the struggle of Marvel from last 20 years 💖
25-Feb-23,3.5,I'm not gonna lie and say it's not good but just a teensy bit overrated compared to infinity war thi...
25-Feb-23,4,"As a movie, it is imperfect. Humor undercutting what should be the heaviness of a 5 year depression,..."
24-Feb-23,3,Marvel is dead to me now. It's so disappointing how feminist they've become.. Movies that once inspi...
22-Feb-23,5,This movie represents how a saga should end. Many characters given a heroic or satisfying send-off. ...
21-Feb-23,5,"""Avengers: Endgame"" (2019) is the final film in the Marvel Cinematic Universe's Infinity Saga, and i..."
21-Feb-23,5,Literally the best movie ever
20-Feb-23,4,Good ending to an epic adventure.
18-Feb-23,5,Awesome!!! One of the best movies ever
18-Feb-23,5,"""Avengers: Endgame"" is a phenomenal conclusion to the Marvel Cinematic Universe's epic Infinity Saga..."
18-Feb-23,5,No what would have been even more perfect. If marvel ended with endgame !
18-Feb-23,5,Part two of two. The end of an era. The climatic finale to the renowned Infinity Saga. Living in des...
17-Feb-23,5,Still The Best Movie Of The Century
17-Feb-23,5,The perfect end for the infinity saga. The last hour was probably the best hour of any movie ever.
17-Feb-23,3,Avengers Endgame es en cierta manera una pelicula que todo el mundo disfruta y que tiene escenas epi...
17-Feb-23,4.5,Avengers Endgame is just a masterpiece at this point.
17-Feb-23,4.5,"Avengers Endgame is a fabulous movie, it's visually breathtaking, the plot is intense and interestin..."
16-Feb-23,5,Where to begin? This is what cinema is all about. The magnificent. The highs and lows. The audience ...
16-Feb-23,3.5,"Buena pero no excelente, perfecta para más de 10 años de MCU."
15-Feb-23,5,Mein ultimativer Lieblingsfilm aller Zeiten. Das beste Finale was ich jemals gesehen habe und der be...
15-Feb-23,5,"this will really be my highest crossing film over avatar, cant wait that secret wars will top this t..."
15-Feb-23,4.5,Good close to phase 3 and open's up phase four better then it really is
12-Feb-23,5,better than rogue one
11-Feb-23,5,"awesome movie - have some faults, but it's really good"
10-Feb-23,4,"I think that this is a good movie , a long movie but impacts so many phase 4 projects. I feel like M..."
09-Feb-23,5,The last good movie from this franchise before it all went to hell.
09-Feb-23,5,Op movie #my best movie
04-Feb-23,4.5,"Fantastic movie! If you like action, humor and fun. This is it!"
03-Feb-23,3.5,I was on an MCU high after Infinity War. Unfortunately this movie is somewhat whelming and missed po...
28-Jan-23,5,ESTE E O MELHOR FILME QUE EU JA VI
26-Jan-23,1,"Obviously this movie isn’t good, dummies"
22-Jan-23,3.5,"We get plenty of closure, a stunning final battle that highlights every character, and some fun/funn..."
17-Jan-23,5,Avengers Endgame is an amazing way to end a universe of movie in an easy and suspenseful way. To any...
15-Jan-23,5,Movie worth watching. It has full of hype which definitely makes you feel exciting while watching th...
14-Jan-23,4.5,Most of the characters didn't have enough screen time even if the movie was longer than the others. ...
14-Jan-23,2,"it was meh. i feel like it works for people who already knew or cared about the characters, but sinc..."
08-Jan-23,4.5,Um ótimo filme mais que eu acho que não é o do mundo já que tem um pontos soltos mais fora a isso e ...
01-Jan-23,5,I couldn't ever think that this film is emotionally impactful and ended beautifully in Infinity Saga...
29-Dec-22,5,There was no way they could have thought of a better ending for the OG cast and this movie has the b...
29-Dec-22,5,"With a runtime of 3-hour and 1 min long, Endgame marks the final chapter of the Infinity Saga in the..."
22-Dec-22,4.5,I preferred Infinity War but it's great
22-Dec-22,5,MELHOR FILME Q JÁ VI DEMAIS FANTASTICO !!!!
09-Dec-22,5,It was perfect. Perfect. Down to the last peace
07-Dec-22,5,"Absolutely amazing experience of action, drama, emotion and subtle comedy. Jaw dropping effects and ..."
05-Dec-22,3,I guess it helped me feel less bad about ordering McDonald's late at night even though I'm 30 pounds...
04-Dec-22,5,I absolutely love this movie the whole sc-fi aspect is just great. Yes it has flaws but I still love...
03-Dec-22,3.5,"Enough, why was this movie so successful, Marvel has much better movies than it, the movie is just l..."
03-Dec-22,5,One of the best movies of all time 👌
29-Nov-22,5,"There is not without a doubt that Avengers Endgame is the greatest ending to any series, the greates..."
27-Nov-22,5,The best visual effects ever made in a movie!
23-Nov-22,5,WOW! What a movie. Absolute Perfection. The acting is unbelievable and story plot is incredible. I m...
22-Nov-22,5,Hands down best movie...AVENGERS ASSEMBLE
21-Nov-22,4,"fat thor and smart hulk was stupid, but I liked the movie altogether"
21-Nov-22,5,Certainly more than a satisfying end to one of the greatest myth arcs in film history. Superb action...
21-Nov-22,5,"Avengers endgame was a very emotional movie and a good ending to a saga. It had the vibe ,the fun an..."
21-Nov-22,1,How does this film rate 90%!!! I fell asleep twice. I love super hero films but this is slow boring ...
15-Nov-22,5,This is an epic an amazing conclusion to the Infinity saga.
15-Nov-22,5,carta de amor pros fans que fala ne ? perfeito
15-Nov-22,4.5,Some scenes could have been cut out and the humor was a bit over the top for me in what should've be...
09-Nov-22,5,"Just one thing to say, this movie completely delivers on everyone's expectations and justifies the h..."
08-Nov-22,4.5,A grand culmination of years worth of films...and it paid it off very well. I love it in the theater...
06-Nov-22,4,"Not as good as infinity war but a satisfying end, plus captain marvel has a limited appearance. Howe..."
05-Nov-22,5,"An epic colmonative Cinematic achievement, Avengers endgame is a dream come true for super hero fans..."
30-Oct-22,0.5,Roteiro extremamente fraco
30-Oct-22,3.5,On first watch it's great. A fitting end to the saga and love letter to MCU fans. Endgame references...
29-Oct-22,5,Se queda por debajo de infinity war pero la pelicula es una verdadera joya que disfrutas de principi...
28-Oct-22,0.5,Stopped watching after the time travel solution. Ridiculous.
27-Oct-22,4.5,"This was very good, although it signifies the beginning of the end for the MCU, it's all down hill f..."
26-Oct-22,0.5,Tony died because Doctor Strange saved his life.
24-Oct-22,5,The culmination of my childhood. Such a powerful movie. Changed my life
24-Oct-22,5,"Perfect conclusion to an unforgettable franchise. Everything was amazing, writing, CGI, directing, a..."
24-Oct-22,5,Endgame has something extra special in my heart. Because I remember back in years going to the movie...
23-Oct-22,5,Still so enjoyable to watch after all these years.
23-Oct-22,5,The best movie I've seen! Amazing
23-Oct-22,5,by far the best Avengers movie
21-Oct-22,3.5,The plot may be basic. But the movie still delivers an epic conclusion to the Infinity Saga.
21-Oct-22,5,"The hype and buildup to this film was nothing like I've ever seen, and it did not disappoint. The fi..."
21-Oct-22,1.5,Infinity war was so much better in my opinion this one just didnt hit the spot. lackluster cgi
20-Oct-22,5,"Emocionante, empolcante, e extremamente emocional, vingadores: ultimato consegue finalizar a saga do..."
18-Oct-22,5,If I had to wait another 10 years for this masterpiece I would do it in a heartbeat beat! Absolutely...
17-Oct-22,5,Simply the best Marvel movie.
15-Oct-22,4.5,"The perfect ending to the perfect comic book movie saga. I know they'll keep making marvel movies, b..."
15-Oct-22,5,i love you3000 ( add Some more 0 In There)...
15-Oct-22,4.5,I can't say it is better than Infinity war but this movie shows a really well-planned and well-execu...
10-Oct-22,4,"Exciting, entertaining, and emotionally impactful, Avengers: Endgame does whatever it takes to deliv..."
09-Oct-22,5,everything you couldve ever wanted from an avengers movie
07-Oct-22,5,"The ultimate conclusion to a decades build up left me speechless. A tear-jerking finale, made this o..."
07-Oct-22,4,"It can be hard to follow the story at times, but Avengers: Endgame does Whatever It Takes to be a ha..."
05-Oct-22,4.5,Very cool movie would recommend
04-Oct-22,2.5,"Endgame does indeed have a really solid final act, featuring some stellar and complex CGI, intricate..."
29-Sep-22,5,the popcorn i had was yummy
28-Sep-22,3,"A fitting, if uninspired, conclusion to this two-film epic. The same Marvel magic is here as always,..."
28-Sep-22,5,I can’t believe that they killed Hulk
27-Sep-22,4.5,"""| Ratings Categories | {Characters (9/10) ; Cinematography (9.5/10) ; Plot (9/10) ; Acting (9.5/10)..."
25-Sep-22,4.5,its a incredable and very emotional 2 part of the end of infinity saga the characters are incredably...
23-Sep-22,4.5,Pena que estragaram o Hulk
22-Sep-22,2,Not a fan of this saga and the ending is more of the same mindless fighting scenes and this time emo...
19-Sep-22,5,Best of Movies/TV Series Collection
10-Sep-22,4.5,Thanos was innevitable. The heroes had to cheat. Excelent end even with some mistakes like Thor and ...
09-Sep-22,4,This film gave me the best movie experience of my life I remember 4/26/19 like it was yesterday all ...
09-Sep-22,3.5,Epic scale...part two does pay off
06-Sep-22,1.5,Marvel Messed it up in the end. The scene of the women saving spiderman was cringe. Also how do you ...
05-Sep-22,3.5,The end of the MCU Thanos storyline is entertaining but has issues that keeps it from matching its p...
05-Sep-22,5,La ame de principio a fin
05-Sep-22,5,"filme foda para caralho, o roteiro é foda, gostei da construção e dos lugares onde os vingadores peg..."
04-Sep-22,5,"Great, Amazing!! Didn't like what they did with the Thor character but still it was a great ending t..."
04-Sep-22,0.5,Worst of the avengers films so far. first 2hrs are really slow and boring. It was really dragged out...
02-Sep-22,3.5,"It was okay, but the last Avengers was a better movie."
02-Sep-22,4,"The MCU reached a pinnacle with Avengers: Infinity War, and while Endgame could not match Infinity W..."
01-Sep-22,2.5,Shouldn't have involved time travel. Smart hulk was meh. The girls forming a team at one point was c...
29-Aug-22,5,What can you say except pure EPICNESS!
25-Aug-22,5,Flawless movie - a culmination of 11 years of cinema that comes together in one big finale. Best the...
24-Aug-22,5,A perfect movie with practically no flaws.
24-Aug-22,1.5,"The VFX is good, but the rest is awful 👎"
23-Aug-22,5,My favourite movie of all time!!! A true culmination and end to the Infinity Saga!
22-Aug-22,5,one of the best Movie
22-Aug-22,5,"Damn, Avengers: Endgame was really a lot for me. By that I mean there were really a lot of moments t..."
21-Aug-22,3.5,"It's slow, real slow, and when one thinks a bit about it, it makes far less sense than it appears to..."
20-Aug-22,5,"Such a magnificent movie, all the pay offs, all the tie in's. The acting, the special effects all of..."
19-Aug-22,3.5,"It is funny, and is well paced, however it does have some plot holes that could've been easily corre..."
18-Aug-22,4,was cool and fun to watch.
17-Aug-22,2,Marvel are going on a slippery slope...
17-Aug-22,0.5,I hated it Why dos sitksisushhshshsh
16-Aug-22,3.5,Divertissant grâce au dernier acte. Sinon c'est long. Reste quand même une bonne expérience.
15-Aug-22,5,It's great that the Russo Brothers didn't mess up with the time traveling scenes and the humor in th...
15-Aug-22,5,My favourite movie of all time!!!!!!!!!!
11-Aug-22,5,Definitely the greatest movie of all times!
11-Aug-22,4.5,"Very good movie, but infinity war beats it"
10-Aug-22,4.5,"fun movie, would watch again"
10-Aug-22,5,"""we're in the endgame now"" What a movie. Potentially an unpopular opinion but I personally think Ave..."
09-Aug-22,2,Avengers: Endgame tried desperately to appeal to their fans by having an entire plot surrounding tim...
08-Aug-22,5,Gooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo...
08-Aug-22,5,Another high level movie but Iron man death scene had me cry. Just imagine we couldn't see him again...
08-Aug-22,0.5,I love Marvel usually. But too much going on and it did not live up to the hype!
07-Aug-22,5,The greatest 03 hours: and 01 minutes ever!!!!!!!! The finale to a saga!!!!!!!!!!!!!!!!!!!!!!!!!!!!!...
07-Aug-22,0.5,"this is probably the most lazy and terrible script of the hole mcu, the movie can be resumed in 40 m..."
06-Aug-22,2.5,Good fight scene at the end but Disney Marvel has made iconic characters like the Hulk very underwhe...
04-Aug-22,4,A satisfying and nostalgic ending to the iconic trilogy. I think everyone can agree that this was a ...
03-Aug-22,3,"Apart from the final arc, the movie is boring. Marvel being Marvel, jokes all the time, a ridiculous..."
31-Jul-22,5,Probably the best marvel movie ever.
30-Jul-22,5,Simply astonishing. The best finale for the infinity saga.
29-Jul-22,3.5,its good enough for me to watch it twice enjoyable just I didnt like the start or the middle that mu...
23-Jul-22,5,The build-up of the Marvel Cinematic Universe has all come down to this. The hype around this movie ...
23-Jul-22,4,My rating for the film is a 8.9/10
19-Jul-22,5,"Completamente impactante, un cierre excepcional para algunos personajes y un perfecto inicio para la..."
19-Jul-22,4.5,"I think this movie came with many expectations, and i personally stay with this one of all the 20 so..."
19-Jul-22,5,"This movie is just the perfect ending to 10 years movie mega project. ""EPIC"" is the only word that c..."
18-Jul-22,5,very sad butt epic movie i rekommened :)
18-Jul-22,5,Best movie ever made. That was amazing. Oh my god that is my favorite movie of all time. Brought to ...
18-Jul-22,5,Amazing! One of the best movie endings of All Time!
17-Jul-22,4,This movie is a fun ride from start to finish! A very fitting conclusion to the Avengers and the Mar...
17-Jul-22,5,A cracking 3 hours of entertainment!
17-Jul-22,4,Was waiting for Hulk to get some payback. So doesn't get 5 stars from me. Yes I'm that guy!
15-Jul-22,5,"An amazing conclusion to a 10 year, 20+ movie long franchise. Everything here works well and it perf..."
15-Jul-22,5,The spectacular scene at the end is enough to give this movie 5 stars. It is an unforgettable gem of...
14-Jul-22,5,Um ótimo desfecho para os filmes que o antecederam
14-Jul-22,2.5,Infinity war was way better! Cap picking up thors hammer saves this movie!
14-Jul-22,5,I've rewatched this movie 20 times and I never get sick of it. Sometimes I just play it in the backg...
14-Jul-22,4.5,An amazing finish to the Infinity Saga ending each of the phase 1 character's stories and killing ha...
14-Jul-22,5,"What can I say, this movie had it all. The characters were incredible, the story was entertaining, a..."
12-Jul-22,1.5,"I loved Infinity War, but I cannot say the same about Endgame. The way time travel was used was not ..."
11-Jul-22,4,"End of an era. Although not as good as Infinity War, but to see the culmination of building of the M..."
10-Jul-22,5,"One of the best movies I've ever seen, and one of the best endings, too!"
10-Jul-22,5,Epic sendoff to the 10 year journey. No matter what comes after we will always have the infinity sag...
09-Jul-22,4.5,"best movie ever great ending, sad they killed my favorite avenger"
08-Jul-22,5,So good! Watch it in IMAX form on Disney Plus! Still a masterpiece!
08-Jul-22,4,"A little bit slow in parts but another good movie and a satisfying ending, hard too follow infinity ..."
08-Jul-22,3,"It was a decent movie but, it was lazy writing and the only thing good was the ending scene. How the..."
08-Jul-22,5,"My favorite MCU movie, Avengers: Endgame is the culmination of over a decade of movies. Seeing the e..."
08-Jul-22,5,Epic finale for an epic saga!
08-Jul-22,5,Best ending to a saga. Perfect outting to the 2 best characters in the MCU. Loved every second of it...
07-Jul-22,5,"Whatever comes next for the next big thing in the MCU, it's probably not going to get as good as thi..."
07-Jul-22,2,The Avengers Finale - what I want to say : if not for the presence of black actors and actors of Asi...
05-Jul-22,3.5,Avengers: Endgame is a very hard movie for me to review. While the last hour was some of the best co...
05-Jul-22,5,"Greatest Marvel movie ever made. The cgi was, the acting, and the action scenes were superb. The sto..."
05-Jul-22,5,One of the best super hero movies of all time!!!
03-Jul-22,4.5,Can't imagine better ending to this MCU phase.
30-Jun-22,5,This movie brought an absolutely epic and satisfying ending to the Marvel Infinity Saga. It has all ...
29-Jun-22,5,Great film! The crown jewel of the MCU.
29-Jun-22,4.5,"Marvel focused on the special effects, and they nailed it. It was beautiful, both the story and the ..."
29-Jun-22,2,poor compared to the last one. dry drawn out plot with a slow ending and the death of the character ...
28-Jun-22,5,An absolutely amazing ending to the Infinity Saga! Watching this never gets old for me!
28-Jun-22,4,About as good as it could have been with expectations so high. DEFINITELY didnt need the EXTREMELY b...
27-Jun-22,5,Endgame the best movie i have seen in all my life. This movie had a purpose and and he delivered all...
27-Jun-22,4,"Yeah, this is better than CATS."
24-Jun-22,3.5,"Pretty good but kinda over hyped in my opinion, but it's a fun watch."
23-Jun-22,5,"An absolute conclusion to the Infinity saga, and a grand farewell to some of the superheroes we love..."
23-Jun-22,4,It is a fun movie to watch and a nice conclusion to most of the ORIGINAL avengers.
22-Jun-22,5,"La mejor película de Marvel, no tiene tiempos muertos. Es dinamica y muy emocionante."
22-Jun-22,4.5,Watching this movie in theaters opening night was the best movie theater experience I have ever had....
22-Jun-22,5,I’ve watch this movie about 50 times now and I still have to say this is my favorite movie movie is ...
22-Jun-22,5,Hands down by far THE BEST MCU FILM till date.The reason why its better than Infinity war is because...
21-Jun-22,3,"Everything was good up to the point where Captain Pansie had an interview in the beginning , handed ..."
20-Jun-22,5,"NoobMaster69 says, "" Boom"""
19-Jun-22,5,So good. Cried like a baby at the end.
16-Jun-22,5,This os a perfect movie
16-Jun-22,0.5,Disappointing… don’t get the hype 🤷🏼‍♂️
15-Jun-22,5,One of the greatest movies of all time!!!
12-Jun-22,3.5,I remember this movie being a fun watch. There were some parts that seemed to not feel like they fit...
12-Jun-22,4.5,The only problem I have that isn't giving it the full 5/5 is because of the ending . I glad Steve ga...
10-Jun-22,2.5,"Considering the strong setup in Infinity War, Endgame is an incredibly lazy, weak follow up."
10-Jun-22,5,the movie is the best movie ever it like three movie that talks about the past the future and bringi...
10-Jun-22,5,no explanation needed…
10-Jun-22,5,One of my top 5 movies and an amazing culmination of all previous Marvel movies as the perfect endin...
03-Jun-22,3.5,This is a movie for the fans. Avengers: Endgame is the culmination of over a decade of character dev...
03-Jun-22,5,"Espetacular, o melhor filme que já assisti na minha vida."
31-May-22,2,"The last battle was pretty good, til they made all of the women stop and gather around Peter (made n..."
31-May-22,0.5,This movie was dogwater. I am 10x more cracked than Thor at fortnite. I am Noobmaster69. Die in hell...
30-May-22,1.5,"I find it way worse than Infinity War. The movie felt very long, the action takes a lot of time to f..."
29-May-22,5,I'm speechless. It's one of Marvel's best movie and definitely a must watch!
28-May-22,5,I've cried five times...favorite movie of all time.
26-May-22,5,Awesome movie nonstop action!!!
26-May-22,0.5,"Just more boring, kiddie movies via MCU, and Marvel comics. Not to mention, all the bad jokes, bad a..."
23-May-22,5,"Holy crap what an awesome movie. Awesome acting, awesome visual effects, awesome plot (even though a..."
23-May-22,0.5,Not morbius detected
22-May-22,5,The good against the evil...
21-May-22,5,"One of the best movies of all time, with lots of thrilling action and a very emotional ending. This ..."
20-May-22,5,This Film Was Insane And Was An Epic End To The Infinity Saga!
